fips,stateabbr,statedesc,locationname,measure,data_value_type,asthma_prevalence_pct
13033,GA,Georgia,Burke,Current asthma among adults,Age-adjusted prevalence,11.4
12083,FL,Florida,Marion,Current asthma among adults,Age-adjusted prevalence,10.0
08109,CO,Colorado,Saguache,Current asthma among adults,Age-adjusted prevalence,11.2
12097,FL,Florida,Osceola,Current asthma among adults,Age-adjusted prevalence,8.9
13043,GA,Georgia,Candler,Current asthma among adults,Age-adjusted prevalence,10.8
13153,GA,Georgia,Houston,Current asthma among adults,Age-adjusted prevalence,10.1
08117,CO,Colorado,Summit,Current asthma among adults,Age-adjusted prevalence,10.3
06083,CA,California,Santa Barbara,Current asthma among adults,Age-adjusted prevalence,9.7
13087,GA,Georgia,Decatur,Current asthma among adults,Age-adjusted prevalence,11.2
12086,FL,Florida,Miami-Dade,Current asthma among adults,Age-adjusted prevalence,8.6
06091,CA,California,Sierra,Current asthma among adults,Age-adjusted prevalence,10.8
08077,CO,Colorado,Mesa,Current asthma among adults,Age-adjusted prevalence,11.5
12021,FL,Florida,Collier,Current asthma among adults,Age-adjusted prevalence,8.8
13053,GA,Georgia,Chattahoochee,Current asthma among adults,Age-adjusted prevalence,9.7
13147,GA,Georgia,Hart,Current asthma among adults,Age-adjusted prevalence,10.4
12107,FL,Florida,Putnam,Current asthma among adults,Age-adjusted prevalence,11.0
13115,GA,Georgia,Floyd,Current asthma among adults,Age-adjusted prevalence,10.3
13101,GA,Georgia,Echols,Current asthma among adults,Age-adjusted prevalence,9.7
13013,GA,Georgia,Barrow,Current asthma among adults,Age-adjusted prevalence,9.8
09190,CT,Connecticut,Western Connecticut,Current asthma among adults,Age-adjusted prevalence,10.0
08093,CO,Colorado,Park,Current asthma among adults,Age-adjusted prevalence,10.9
12081,FL,Florida,Manatee,Current asthma among adults,Age-adjusted prevalence,9.3
12095,FL,Florida,Orange,Current asthma among adults,Age-adjusted prevalence,9.1
13063,GA,Georgia,Clayton,Current asthma among adults,Age-adjusted prevalence,11.3
12019,FL,Florida,Clay,Current asthma among adults,Age-adjusted prevalence,10.0
12067,FL,Florida,Lafayette,Current asthma among adults,Age-adjusted prevalence,10.2
12029,FL,Florida,Dixie,Current asthma among adults,Age-adjusted prevalence,10.5
12039,FL,Florida,Gadsden,Current asthma among adults,Age-adjusted prevalence,11.2
12011,FL,Florida,Broward,Current asthma among adults,Age-adjusted prevalence,9.2
12057,FL,Florida,Hillsborough,Current asthma among adults,Age-adjusted prevalence,9.4
12037,FL,Florida,Franklin,Current asthma among adults,Age-adjusted prevalence,10.0
12091,FL,Florida,Okaloosa,Current asthma among adults,Age-adjusted prevalence,9.6
12077,FL,Florida,Liberty,Current asthma among adults,Age-adjusted prevalence,10.1
11001,DC,District of Columbia,District of Columbia,Current asthma among adults,Age-adjusted prevalence,10.2
12051,FL,Florida,Hendry,Current asthma among adults,Age-adjusted prevalence,9.4
06081,CA,California,San Mateo,Current asthma among adults,Age-adjusted prevalence,8.5
13017,GA,Georgia,Ben Hill,Current asthma among adults,Age-adjusted prevalence,11.4
13003,GA,Georgia,Atkinson,Current asthma among adults,Age-adjusted prevalence,10.7
13007,GA,Georgia,Baker,Current asthma among adults,Age-adjusted prevalence,11.3
12125,FL,Florida,Union,Current asthma among adults,Age-adjusted prevalence,10.3
06085,CA,California,Santa Clara,Current asthma among adults,Age-adjusted prevalence,7.9
13119,GA,Georgia,Franklin,Current asthma among adults,Age-adjusted prevalence,10.7
12001,FL,Florida,Alachua,Current asthma among adults,Age-adjusted prevalence,10.1
13141,GA,Georgia,Hancock,Current asthma among adults,Age-adjusted prevalence,11.5
12069,FL,Florida,Lake,Current asthma among adults,Age-adjusted prevalence,9.8
06101,CA,California,Sutter,Current asthma among adults,Age-adjusted prevalence,10.0
13145,GA,Georgia,Harris,Current asthma among adults,Age-adjusted prevalence,9.7
13137,GA,Georgia,Habersham,Current asthma among adults,Age-adjusted prevalence,10.0
13113,GA,Georgia,Fayette,Current asthma among adults,Age-adjusted prevalence,9.4
13069,GA,Georgia,Coffee,Current asthma among adults,Age-adjusted prevalence,10.8
13105,GA,Georgia,Elbert,Current asthma among adults,Age-adjusted prevalence,10.8
09140,CT,Connecticut,Naugatuck Valley,Current asthma among adults,Age-adjusted prevalence,11.2
13155,GA,Georgia,Irwin,Current asthma among adults,Age-adjusted prevalence,10.8
06103,CA,California,Tehama,Current asthma among adults,Age-adjusted prevalence,10.7
13021,GA,Georgia,Bibb,Current asthma among adults,Age-adjusted prevalence,11.3
12089,FL,Florida,Nassau,Current asthma among adults,Age-adjusted prevalence,9.7
12105,FL,Florida,Polk,Current asthma among adults,Age-adjusted prevalence,10.1
12015,FL,Florida,Charlotte,Current asthma among adults,Age-adjusted prevalence,9.9
12033,FL,Florida,Escambia,Current asthma among adults,Age-adjusted prevalence,10.6
06087,CA,California,Santa Cruz,Current asthma among adults,Age-adjusted prevalence,9.8
13083,GA,Georgia,Dade,Current asthma among adults,Age-adjusted prevalence,10.1
08001,CO,Colorado,Adams,Current asthma among adults,Age-adjusted prevalence,10.9
13061,GA,Georgia,Clay,Current asthma among adults,Age-adjusted prevalence,11.6
13067,GA,Georgia,Cobb,Current asthma among adults,Age-adjusted prevalence,9.4
12109,FL,Florida,St. Johns,Current asthma among adults,Age-adjusted prevalence,9.4
08014,CO,Colorado,Broomfield,Current asthma among adults,Age-adjusted prevalence,10.3
08017,CO,Colorado,Cheyenne,Current asthma among adults,Age-adjusted prevalence,11.5
08115,CO,Colorado,Sedgwick,Current asthma among adults,Age-adjusted prevalence,11.5
12103,FL,Florida,Pinellas,Current asthma among adults,Age-adjusted prevalence,9.7
13065,GA,Georgia,Clinch,Current asthma among adults,Age-adjusted prevalence,11.2
08021,CO,Colorado,Conejos,Current asthma among adults,Age-adjusted prevalence,10.6
12099,FL,Florida,Palm Beach,Current asthma among adults,Age-adjusted prevalence,9.4
13151,GA,Georgia,Henry,Current asthma among adults,Age-adjusted prevalence,10.5
08041,CO,Colorado,El Paso,Current asthma among adults,Age-adjusted prevalence,11.6
08025,CO,Colorado,Crowley,Current asthma among adults,Age-adjusted prevalence,10.1
08029,CO,Colorado,Delta,Current asthma among adults,Age-adjusted prevalence,11.6
08033,CO,Colorado,Dolores,Current asthma among adults,Age-adjusted prevalence,11.4
08037,CO,Colorado,Eagle,Current asthma among adults,Age-adjusted prevalence,10.2
12085,FL,Florida,Martin,Current asthma among adults,Age-adjusted prevalence,9.4
06107,CA,California,Tulare,Current asthma among adults,Age-adjusted prevalence,10.0
09170,CT,Connecticut,South Central Connecticut,Current asthma among adults,Age-adjusted prevalence,10.9
12063,FL,Florida,Jackson,Current asthma among adults,Age-adjusted prevalence,10.4
08047,CO,Colorado,Gilpin,Current asthma among adults,Age-adjusted prevalence,10.9
13149,GA,Georgia,Heard,Current asthma among adults,Age-adjusted prevalence,10.6
08051,CO,Colorado,Gunnison,Current asthma among adults,Age-adjusted prevalence,10.7
12059,FL,Florida,Holmes,Current asthma among adults,Age-adjusted prevalence,10.5
13165,GA,Georgia,Jenkins,Current asthma among adults,Age-adjusted prevalence,11.2
12043,FL,Florida,Glades,Current asthma among adults,Age-adjusted prevalence,9.9
08075,CO,Colorado,Logan,Current asthma among adults,Age-adjusted prevalence,11.4
12047,FL,Florida,Hamilton,Current asthma among adults,Age-adjusted prevalence,11.0
12133,FL,Florida,Washington,Current asthma among adults,Age-adjusted prevalence,10.5
13059,GA,Georgia,Clarke,Current asthma among adults,Age-adjusted prevalence,10.5
13015,GA,Georgia,Bartow,Current asthma among adults,Age-adjusted prevalence,10.0
09180,CT,Connecticut,Southeastern Connecticut,Current asthma among adults,Age-adjusted prevalence,11.4
12087,FL,Florida,Monroe,Current asthma among adults,Age-adjusted prevalence,9.0
13159,GA,Georgia,Jasper,Current asthma among adults,Age-adjusted prevalence,10.4
13123,GA,Georgia,Gilmer,Current asthma among adults,Age-adjusted prevalence,9.8
06113,CA,California,Yolo,Current asthma among adults,Age-adjusted prevalence,9.8
13011,GA,Georgia,Banks,Current asthma among adults,Age-adjusted prevalence,10.2
08081,CO,Colorado,Moffat,Current asthma among adults,Age-adjusted prevalence,11.5
12121,FL,Florida,Suwannee,Current asthma among adults,Age-adjusted prevalence,10.3
08067,CO,Colorado,La Plata,Current asthma among adults,Age-adjusted prevalence,11.2
08063,CO,Colorado,Kit Carson,Current asthma among adults,Age-adjusted prevalence,11.6
09130,CT,Connecticut,Lower Connecticut River Valley,Current asthma among adults,Age-adjusted prevalence,11.1
08089,CO,Colorado,Otero,Current asthma among adults,Age-adjusted prevalence,11.5
08097,CO,Colorado,Pitkin,Current asthma among adults,Age-adjusted prevalence,10.3
13133,GA,Georgia,Greene,Current asthma among adults,Age-adjusted prevalence,10.1
10001,DE,Delaware,Kent,Current asthma among adults,Age-adjusted prevalence,12.6
10005,DE,Delaware,Sussex,Current asthma among adults,Age-adjusted prevalence,10.7
13071,GA,Georgia,Colquitt,Current asthma among adults,Age-adjusted prevalence,10.7
08059,CO,Colorado,Jefferson,Current asthma among adults,Age-adjusted prevalence,11.3
13025,GA,Georgia,Brantley,Current asthma among adults,Age-adjusted prevalence,10.7
08055,CO,Colorado,Huerfano,Current asthma among adults,Age-adjusted prevalence,11.0
06099,CA,California,Stanislaus,Current asthma among adults,Age-adjusted prevalence,10.0
12071,FL,Florida,Lee,Current asthma among adults,Age-adjusted prevalence,9.4
08105,CO,Colorado,Rio Grande,Current asthma among adults,Age-adjusted prevalence,10.7
08101,CO,Colorado,Pueblo,Current asthma among adults,Age-adjusted prevalence,11.2
09150,CT,Connecticut,Northeastern Connecticut,Current asthma among adults,Age-adjusted prevalence,11.7
13129,GA,Georgia,Gordon,Current asthma among adults,Age-adjusted prevalence,10.2
13079,GA,Georgia,Crawford,Current asthma among adults,Age-adjusted prevalence,10.4
13109,GA,Georgia,Evans,Current asthma among adults,Age-adjusted prevalence,11.0
12117,FL,Florida,Seminole,Current asthma among adults,Age-adjusted prevalence,9.1
13143,GA,Georgia,Haralson,Current asthma among adults,Age-adjusted prevalence,10.3
08125,CO,Colorado,Yuma,Current asthma among adults,Age-adjusted prevalence,11.2
08123,CO,Colorado,Weld,Current asthma among adults,Age-adjusted prevalence,10.7
12005,FL,Florida,Bay,Current asthma among adults,Age-adjusted prevalence,10.0
13057,GA,Georgia,Cherokee,Current asthma among adults,Age-adjusted prevalence,9.5
13005,GA,Georgia,Bacon,Current asthma among adults,Age-adjusted prevalence,10.7
08071,CO,Colorado,Las Animas,Current asthma among adults,Age-adjusted prevalence,10.9
08005,CO,Colorado,Arapahoe,Current asthma among adults,Age-adjusted prevalence,10.5
12113,FL,Florida,Santa Rosa,Current asthma among adults,Age-adjusted prevalence,9.6
13049,GA,Georgia,Charlton,Current asthma among adults,Age-adjusted prevalence,10.0
16021,ID,Idaho,Boundary,Current asthma among adults,Age-adjusted prevalence,11.4
17073,IL,Illinois,Henry,Current asthma among adults,Age-adjusted prevalence,10.3
17011,IL,Illinois,Bureau,Current asthma among adults,Age-adjusted prevalence,10.4
17125,IL,Illinois,Mason,Current asthma among adults,Age-adjusted prevalence,10.7
13269,GA,Georgia,Taylor,Current asthma among adults,Age-adjusted prevalence,11.6
16047,ID,Idaho,Gooding,Current asthma among adults,Age-adjusted prevalence,10.7
13199,GA,Georgia,Meriwether,Current asthma among adults,Age-adjusted prevalence,11.2
13215,GA,Georgia,Muscogee,Current asthma among adults,Age-adjusted prevalence,11.0
17063,IL,Illinois,Grundy,Current asthma among adults,Age-adjusted prevalence,10.1
17121,IL,Illinois,Marion,Current asthma among adults,Age-adjusted prevalence,11.0
16035,ID,Idaho,Clearwater,Current asthma among adults,Age-adjusted prevalence,10.7
15009,HI,Hawaii,Maui,Current asthma among adults,Age-adjusted prevalence,10.5
13231,GA,Georgia,Pike,Current asthma among adults,Age-adjusted prevalence,10.1
17059,IL,Illinois,Gallatin,Current asthma among adults,Age-adjusted prevalence,11.0
13183,GA,Georgia,Long,Current asthma among adults,Age-adjusted prevalence,10.5
16065,ID,Idaho,Madison,Current asthma among adults,Age-adjusted prevalence,11.5
16045,ID,Idaho,Gem,Current asthma among adults,Age-adjusted prevalence,10.9
13283,GA,Georgia,Treutlen,Current asthma among adults,Age-adjusted prevalence,11.4
16029,ID,Idaho,Caribou,Current asthma among adults,Age-adjusted prevalence,10.8
13247,GA,Georgia,Rockdale,Current asthma among adults,Age-adjusted prevalence,11.1
16003,ID,Idaho,Adams,Current asthma among adults,Age-adjusted prevalence,11.0
16083,ID,Idaho,Twin Falls,Current asthma among adults,Age-adjusted prevalence,11.1
17183,IL,Illinois,Vermilion,Current asthma among adults,Age-adjusted prevalence,11.0
17025,IL,Illinois,Clay,Current asthma among adults,Age-adjusted prevalence,11.0
13233,GA,Georgia,Polk,Current asthma among adults,Age-adjusted prevalence,10.5
13317,GA,Georgia,Wilkes,Current asthma among adults,Age-adjusted prevalence,11.0
13217,GA,Georgia,Newton,Current asthma among adults,Age-adjusted prevalence,11.0
17131,IL,Illinois,Mercer,Current asthma among adults,Age-adjusted prevalence,10.5
13193,GA,Georgia,Macon,Current asthma among adults,Age-adjusted prevalence,11.1
17127,IL,Illinois,Massac,Current asthma among adults,Age-adjusted prevalence,11.1
13237,GA,Georgia,Putnam,Current asthma among adults,Age-adjusted prevalence,10.6
13321,GA,Georgia,Worth,Current asthma among adults,Age-adjusted prevalence,11.0
13279,GA,Georgia,Toombs,Current asthma among adults,Age-adjusted prevalence,10.8
13205,GA,Georgia,Mitchell,Current asthma among adults,Age-adjusted prevalence,11.2
13265,GA,Georgia,Taliaferro,Current asthma among adults,Age-adjusted prevalence,11.1
17015,IL,Illinois,Carroll,Current asthma among adults,Age-adjusted prevalence,10.3
17165,IL,Illinois,Saline,Current asthma among adults,Age-adjusted prevalence,11.0
17161,IL,Illinois,Rock Island,Current asthma among adults,Age-adjusted prevalence,10.6
17141,IL,Illinois,Ogle,Current asthma among adults,Age-adjusted prevalence,10.2
16017,ID,Idaho,Bonner,Current asthma among adults,Age-adjusted prevalence,10.9
17195,IL,Illinois,Whiteside,Current asthma among adults,Age-adjusted prevalence,10.3
17155,IL,Illinois,Putnam,Current asthma among adults,Age-adjusted prevalence,10.1
17119,IL,Illinois,Madison,Current asthma among adults,Age-adjusted prevalence,10.6
13251,GA,Georgia,Screven,Current asthma among adults,Age-adjusted prevalence,11.1
16009,ID,Idaho,Benewah,Current asthma among adults,Age-adjusted prevalence,11.8
17111,IL,Illinois,McHenry,Current asthma among adults,Age-adjusted prevalence,9.6
17081,IL,Illinois,Jefferson,Current asthma among adults,Age-adjusted prevalence,10.7
16031,ID,Idaho,Cassia,Current asthma among adults,Age-adjusted prevalence,10.6
13289,GA,Georgia,Twiggs,Current asthma among adults,Age-adjusted prevalence,11.2
17029,IL,Illinois,Coles,Current asthma among adults,Age-adjusted prevalence,10.9
13297,GA,Georgia,Walton,Current asthma among adults,Age-adjusted prevalence,10.3
13227,GA,Georgia,Pickens,Current asthma among adults,Age-adjusted prevalence,10.1
17067,IL,Illinois,Hancock,Current asthma among adults,Age-adjusted prevalence,10.5
13197,GA,Georgia,Marion,Current asthma among adults,Age-adjusted prevalence,11.0
16051,ID,Idaho,Jefferson,Current asthma among adults,Age-adjusted prevalence,10.7
13303,GA,Georgia,Washington,Current asthma among adults,Age-adjusted prevalence,11.1
17021,IL,Illinois,Christian,Current asthma among adults,Age-adjusted prevalence,10.4
13311,GA,Georgia,White,Current asthma among adults,Age-adjusted prevalence,10.0
16061,ID,Idaho,Lewis,Current asthma among adults,Age-adjusted prevalence,11.7
16025,ID,Idaho,Camas,Current asthma among adults,Age-adjusted prevalence,10.7
16053,ID,Idaho,Jerome,Current asthma among adults,Age-adjusted prevalence,10.7
17071,IL,Illinois,Henderson,Current asthma among adults,Age-adjusted prevalence,10.5
13319,GA,Georgia,Wilkinson,Current asthma among adults,Age-adjusted prevalence,11.1
17147,IL,Illinois,Piatt,Current asthma among adults,Age-adjusted prevalence,10.1
17023,IL,Illinois,Clark,Current asthma among adults,Age-adjusted prevalence,10.5
